Median_Success_Rate,High School,Total_Instances,Success_Ranks,Corrected_Success_Ranks
10692.849056603774,AYDIN FEN LİSESİ (AYDIN - EFELER),53,"[203.0, 254.0, 286.0, 945.0, 1.008, 1.242, 1.348, 1.603, 1.858, 1.935, 2.086, 2.388, 2.408, 2.826, 3.035, 3.658, 3.771, 4.27, 4.377, 4.91, 5.145, 5.199, 5.29, 5.947, 6.399, 7.32, 7.43, 7.721, 8.262, 8.58, 10.321, 12.286, 12.683, 13.255, 13.485, 14.988, 15.038, 15.819, 17.273, 17.383, 17.828, 17.949, 18.333, 18.6, 19.139, 20.037, 20.419, 22.581, 23.457, 29.065, 29.182, 37.839, 38.057]","[203.0, 254.0, 286.0, 945.0, 1008.0, 1242.0, 1348.0, 1603.0, 1858.0, 1935.0, 2086.0, 2388.0, 2408.0, 2826.0, 3035.0, 3658.0, 3771.0, 4270.0, 4377.0, 4910.0, 5145.0, 5199.0, 5290.0, 5947.0, 6399.0, 7320.0, 7430.0, 7721.0, 8262.0, 8580.0, 10321.0, 12286.0, 12683.0, 13255.0, 13485.0, 14988.0, 15038.0, 15819.0, 17273.0, 17383.0, 17828.0, 17949.0, 18333.0, 18600.0, 19139.0, 20037.0, 20419.0, 22581.0, 23457.0, 29065.0, 29182.0, 37839.0, 38057.0]"
10740.0,ÖZEL YENİ ROTA ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),2,"[8.58, 12.9]","[8580.0, 12900.0]"
10740.7,ÖZEL ADANA FİNAL FEN LİSESİ (ADANA - ÇUKUROVA),20,"[122.0, 363.0, 1.858, 2.826, 2.887, 3.294, 5.145, 5.787, 7.42, 8.58, 10.321, 10.612, 13.45, 15.038, 16.371, 16.761, 17.949, 18.12, 26.044, 31.866]","[122.0, 363.0, 1858.0, 2826.0, 2887.0, 3294.0, 5145.0, 5787.0, 7420.0, 8580.0, 10321.0, 10612.0, 13450.0, 15038.0, 16370.999999999998, 16761.0, 17949.0, 18120.0, 26044.0, 31866.0]"
10759.5,ÖZEL İSTEK ANTALYA KONYAALTI ANADOLU LİSESİ (ANTALYA - KONYAALTI),2,"[3.577, 17.942]","[3577.0, 17942.0]"
10795.0,ACIPAYAM CUMHURİYET FEN LİSESİ (DENİZLİ - ACIPAYAM),1,[10.795],[10795.0]
10795.0,ÖZEL ERAL FEN LİSESİ (ADANA - ÇUKUROVA),1,[10.795],[10795.0]
10795.0,ÇİMENTAŞ ANADOLU LİSESİ (İZMİR - BORNOVA),1,[10.795],[10795.0]
10795.0,ÖZEL KEMALPAŞA ORGANİZE SANAYİ BÖLGESİ ZÜLFÜ-MEVLÜT ÇELİK MESLEKİ VE TEKNİK ANADOLU LİSESİ (İZMİR - KEMALPAŞA),1,[10.795],[10795.0]
10795.0,ÖZEL NAZİLLİ DÖRT RENK SÜMER ANADOLU LİSESİ (AYDIN - NAZİLLİ),1,[10.795],[10795.0]
10795.0,AHMET SIRIMSI ANADOLU LİSESİ (ORDU - FATSA),1,[10.795],[10795.0]
10795.0,SERİNYOL ANADOLU LİSESİ (HATAY - ANTAKYA),1,[10.795],[10795.0]
10809.0,ŞEHİT FATİH SATIR ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SARIYER),2,"[8.071, 13.547]","[8071.0, 13547.0]"
10832.157894736842,ÖZEL BORNOVA FEN LİSESİ (İZMİR - BORNOVA),19,"[452.0, 1.242, 1.288, 2.408, 2.887, 4.377, 5.29, 5.361, 7.31, 7.32, 8.071, 10.321, 12.342, 15.094, 16.19, 23.36, 23.389, 23.457, 35.652]","[452.0, 1242.0, 1288.0, 2408.0, 2887.0, 4377.0, 5290.0, 5361.0, 7310.0, 7320.0, 8071.0, 10321.0, 12342.0, 15094.0, 16190.000000000002, 23360.0, 23389.0, 23457.0, 35652.0]"
10846.0,ÖZEL KIRDAR BİLGİÖREN KOLEJİ FEN LİSESİ (KÜTAHYA - MERKEZ),2,"[10.165, 11.527]","[10165.0, 11527.0]"
10901.0,MEHMET AKİF İNAN HAFIZ ANADOLU İMAM HATİP LİSESİ (DÜZCE - MERKEZ),1,[10.901],[10901.0]
10901.0,GÜNGÖREN ERDEM BAYAZIT ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),1,[10.901],[10901.0]
10915.25,ÖZEL ANKARA UĞUR ANADOLU LİSESİ (ANKARA - ÇANKAYA),4,"[4.686, 5.199, 15.007, 18.769]","[4686.0, 5199.0, 15007.0, 18769.0]"
10959.833333333334,ÖZEL BAFRA AÇI FEN LİSESİ (SAMSUN - BAFRA),6,"[945.0, 3.577, 5.199, 9.175, 18.907, 27.956]","[945.0, 3577.0, 5199.0, 9175.0, 18907.0, 27956.0]"
10981.666666666666,ÖZEL NAZİF TOKGÖZ BAŞARI ANADOLU LİSESİ (KOCAELİ - GÖLCÜK),3,"[8.262, 9.589, 15.094]","[8262.0, 9589.0, 15094.0]"
11019.739726027397,ADANA FEN LİSESİ (ADANA - SEYHAN),73,"[122.0, 254.0, 286.0, 363.0, 758.0, 945.0, 1.008, 1.242, 1.348, 1.603, 1.763, 1.858, 1.935, 2.053, 3.035, 3.063, 3.113, 3.294, 3.577, 3.658, 3.659, 3.771, 4.27, 4.344, 4.377, 4.686, 4.886, 5.199, 5.29, 5.725, 6.205, 6.228, 6.31, 6.639, 7.296, 7.32, 7.571, 8.566, 8.58, 8.932, 9.716, 10.612, 10.901, 12.201, 12.342, 13.25, 14.089, 14.136, 14.61, 15.033, 15.038, 15.66, 15.819, 16.846, 17.273, 17.31, 17.824, 18.769, 20.156, 22.085, 22.181, 22.575, 22.581, 23.284, 23.323, 23.451, 25.044, 26.044, 27.177, 29.261, 30.795, 31.866, 38.057]","[122.0, 254.0, 286.0, 363.0, 758.0, 945.0, 1008.0, 1242.0, 1348.0, 1603.0, 1763.0, 1858.0, 1935.0, 2053.0, 3035.0, 3063.0, 3113.0, 3294.0, 3577.0, 3658.0, 3659.0, 3771.0, 4270.0, 4344.0, 4377.0, 4686.0, 4886.0, 5199.0, 5290.0, 5725.0, 6205.0, 6228.0, 6310.0, 6639.0, 7296.0, 7320.0, 7571.0, 8566.0, 8580.0, 8932.0, 9716.0, 10612.0, 10901.0, 12201.0, 12342.0, 13250.0, 14089.0, 14136.0, 14610.0, 15033.0, 15038.0, 15660.0, 15819.0, 16846.0, 17273.0, 17310.0, 17824.0, 18769.0, 20156.0, 22085.0, 22181.0, 22575.0, 22581.0, 23284.0, 23323.0, 23451.0, 25044.0, 26044.0, 27177.0, 29261.0, 30795.0, 31866.0, 38057.0]"
11026.333333333334,ÖZEL SANKO FEN VE TEKNOLOJİ LİSESİ (GAZİANTEP - ŞEHİTKAMİL),18,"[1.242, 1.311, 1.391, 1.676, 2.388, 2.392, 3.294, 3.577, 3.771, 5.199, 8.58, 10.612, 17.383, 22.085, 22.575, 23.451, 33.565, 33.982]","[1242.0, 1311.0, 1391.0, 1676.0, 2388.0, 2392.0, 3294.0, 3577.0, 3771.0, 5199.0, 8580.0, 10612.0, 17383.0, 22085.0, 22575.0, 23451.0, 33565.0, 33982.0]"
11093.478873239437,ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),71,"[286.0, 363.0, 386.0, 452.0, 758.0, 945.0, 1.008, 1.242, 1.603, 1.676, 1.858, 1.935, 2.086, 2.388, 2.392, 2.408, 2.474, 2.792, 2.826, 2.887, 3.035, 3.577, 3.658, 3.659, 3.771, 4.27, 4.344, 4.377, 5.199, 6.066, 6.31, 7.31, 7.32, 7.571, 8.201, 8.566, 9.61, 10.386, 10.612, 11.438, 11.733, 12.342, 12.683, 13.25, 13.255, 13.45, 13.487, 14.089, 14.136, 14.61, 14.988, 15.007, 15.033, 16.052, 17.071, 18.769, 18.907, 19.32, 20.156, 23.323, 26.044, 26.18, 27.311, 27.516, 27.586, 27.829, 28.342, 28.414, 28.565, 30.795, 35.349]","[286.0, 363.0, 386.0, 452.0, 758.0, 945.0, 1008.0, 1242.0, 1603.0, 1676.0, 1858.0, 1935.0, 2086.0, 2388.0, 2392.0, 2408.0, 2474.0, 2792.0, 2826.0, 2887.0, 3035.0, 3577.0, 3658.0, 3659.0, 3771.0, 4270.0, 4344.0, 4377.0, 5199.0, 6066.0, 6310.0, 7310.0, 7320.0, 7571.0, 8201.0, 8566.0, 9610.0, 10386.0, 10612.0, 11438.0, 11733.0, 12342.0, 12683.0, 13250.0, 13255.0, 13450.0, 13487.0, 14089.0, 14136.0, 14610.0, 14988.0, 15007.0, 15033.0, 16052.0, 17071.0, 18769.0, 18907.0, 19320.0, 20156.0, 23323.0, 26044.0, 26180.0, 27311.0, 27516.0, 27586.0, 27829.0, 28342.0, 28414.0, 28565.0, 30795.0, 35349.0]"
11182.8,TED BATMAN PETROL KOLEJİ ÖZEL ANADOLU LİSESİ (BATMAN - MERKEZ),10,"[945.0, 1.242, 1.858, 5.787, 8.58, 12.342, 17.949, 19.442, 20.037, 23.646]","[945.0, 1242.0, 1858.0, 5787.0, 8580.0, 12342.0, 17949.0, 19442.0, 20037.0, 23646.0]"
11243.0,ÖZEL KANYON KOLEJİ FEN LİSESİ (UŞAK - MERKEZ),3,"[6.399, 12.342, 14.988]","[6399.0, 12342.0, 14988.0]"
11277.0,ŞEHİT ÖMER HALİSDEMİR KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÇEKMEKÖY),1,[11.277],[11277.0]
11277.0,ŞEHİT ALİ BEZİK ANADOLU LİSESİ (ADANA - SEYHAN),1,[11.277],[11277.0]
11277.0,ÖZEL PAZAR AÇI ANADOLU LİSESİ (RİZE - PAZAR),1,[11.277],[11277.0]
11277.0,ÖZEL SEYMEN ANADOLU LİSESİ (KOCAELİ - İZMİT),1,[11.277],[11277.0]
11277.0,BAŞİSKELE ŞEHİT OZAN ÖZEN KIZ ANADOLU İMAM HATİP LİSESİ (KOCAELİ - BAŞİSKELE),1,[11.277],[11277.0]
11324.0,ÖZEL US ULUS ANADOLU LİSESİ (İSTANBUL - SARIYER),1,[11.324],[11324.0]
11383.0,ÖZEL BÜYÜKÇEKMECE AKADEMİ FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),2,"[9.589, 13.177]","[9589.0, 13177.0]"
11429.333333333334,ÖZEL KAHRAMANMARAŞ MODERN BİLİMLER AKADEMİSİ (MBA) FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),3,"[4.099, 5.145, 25.044]","[4099.0, 5145.0, 25044.0]"
11431.5,ÖZEL DİYARBAKIR YEDİİKLİM FEN LİSESİ (DİYARBAKIR - KAYAPINAR),2,"[2.826, 20.037]","[2826.0, 20037.0]"
11439.0,ÖZEL FİNAL OKULLARI FEN LİSESİ (KIRIKKALE - MERKEZ),2,"[3.658, 19.22]","[3658.0, 19220.0]"
11450.625,ÖZEL ATAFEN FEN LİSESİ (KOCAELİ - İZMİT),8,"[3.356, 5.145, 6.399, 9.589, 13.176, 14.988, 16.371, 22.581]","[3356.0, 5145.0, 6399.0, 9589.0, 13176.0, 14988.0, 16370.999999999998, 22581.0]"
11464.9,ÖZEL ORDU ÜNYE FİNAL AKADEMİ FEN LİSESİ (ORDU - ÜNYE),10,"[386.0, 452.0, 1.242, 2.826, 4.344, 9.627, 11.535, 13.487, 31.544, 39.206]","[386.0, 452.0, 1242.0, 2826.0, 4344.0, 9627.0, 11535.0, 13487.0, 31544.0, 39206.0]"
11478.4,ÖZEL TEMA PARK BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),10,"[1.008, 1.858, 3.294, 4.686, 8.071, 9.025, 13.547, 20.06, 23.352, 29.883]","[1008.0, 1858.0, 3294.0, 4686.0, 8071.0, 9025.0, 13547.0, 20060.0, 23352.0, 29883.0]"
11507.173913043478,ÖZEL ALTINYILDIZ FEN LİSESİ (NEVŞEHİR - MERKEZ),23,"[532.0, 1.242, 1.348, 1.603, 1.935, 2.14, 4.377, 4.686, 5.199, 7.583, 8.201, 8.734, 9.61, 9.716, 13.973, 14.136, 15.007, 21.427, 23.451, 25.654, 26.106, 26.345, 31.66]","[532.0, 1242.0, 1348.0, 1603.0, 1935.0, 2140.0, 4377.0, 4686.0, 5199.0, 7583.0, 8201.0, 8734.0, 9610.0, 9716.0, 13973.0, 14136.0, 15007.0, 21427.0, 23451.0, 25654.0, 26106.0, 26345.0, 31660.0]"
11519.0,ÖZEL ELBİSTAN FİNAL AKADEMİ ANADOLU LİSESİ (KAHRAMANMARAŞ - ELBİSTAN),1,[11.519],[11519.0]
11527.0,ŞEHİT MURAT ERDEM ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,[11.527],[11527.0]
11527.0,TED ALANYA KOLEJİ ÖZEL LİSESİ (ANTALYA - ALANYA),1,[11.527],[11527.0]
11527.0,ÖZEL PROFESYONEL İLGİM ANADOLU LİSESİ (MUĞLA - MARMARİS),1,[11.527],[11527.0]
11527.0,ÖZEL ARHAVİ KOLEJİ ANADOLU LİSESİ (ARTVİN - ARHAVİ),1,[11.527],[11527.0]
11535.0,KÖPRÜLÜLER ANADOLU LİSESİ (SAMSUN - VEZİRKÖPRÜ),1,[11.535],[11535.0]
11535.0,MECİTÖZÜ ANADOLU LİSESİ (ÇORUM - MECİTÖZÜ),1,[11.535],[11535.0]
11535.0,ÖZEL ÇORUM FİNAL AKADEMİ ANADOLU LİSESİ (ÇORUM - MERKEZ),1,[11.535],[11535.0]
11535.0,FATSA KIZ ANADOLU İMAM HATİP LİSESİ (ORDU - FATSA),1,[11.535],[11535.0]
11535.0,ÖZEL ÇATI KOLEJİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,[11.535],[11535.0]
11537.5,TED TRABZON ÖZEL ANADOLU LİSESİ (TRABZON - ORTAHİSAR),2,"[3.577, 19.498]","[3577.0, 19498.0]"
11550.916666666666,ÖZEL TOKAT AYIŞIĞI FEN LİSESİ (TOKAT - MERKEZ),12,"[1.242, 1.804, 1.935, 2.388, 5.145, 10.165, 13.176, 13.487, 17.071, 22.581, 23.272, 26.345]","[1242.0, 1804.0, 1935.0, 2388.0, 5145.0, 10165.0, 13176.0, 13487.0, 17071.0, 22581.0, 23272.0, 26345.0]"
11586.5,ÖZEL ŞANLIURFA TED KOLEJİ ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),8,"[1.603, 3.294, 5.145, 8.58, 10.901, 14.61, 22.085, 26.474]","[1603.0, 3294.0, 5145.0, 8580.0, 10901.0, 14610.0, 22085.0, 26474.0]"
11657.75,ÖZEL MERAM YÖNTEM FEN LİSESİ (KONYA - MERAM),4,"[1.935, 7.43, 17.824, 19.442]","[1935.0, 7430.0, 17824.0, 19442.0]"
11700.0,ŞEHİT MEHMET GÜNENÇ ANADOLU LİSESİ (BALIKESİR - BANDIRMA),1,[11.7],[11700.0]
11700.0,ÖZEL RÜZGAR ANADOLU LİSESİ (DİYARBAKIR - BAĞLAR),1,[11.7],[11700.0]
11700.0,ÖZEL NAZİLLİ AKADEMİ KÜLTÜR KOLEJİ FEN LİSESİ (AYDIN - NAZİLLİ),1,[11.7],[11700.0]
11700.0,ÖZEL HASAN DEMİR ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[11.7],[11700.0]
11700.0,ÖZEL TEMA PARK BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,[11.7],[11700.0]
11700.666666666666,ÖZEL ERYAMAN MODERN BİLİMLER AKADEMİSİ FEN LİSESİ (ANKARA - ETİMESGUT),3,"[6.579, 13.485, 15.038]","[6579.0, 13485.0, 15038.0]"
11705.0,ÖZEL BUCA DOĞA FEN VE TEKNOLOJİ LİSESİ (İZMİR - BUCA),2,"[5.29, 18.12]","[5290.0, 18120.0]"
11733.0,ÖZEL ARDIÇLI UĞUR ANADOLU LİSESİ (İSTANBUL - ESENYURT),1,[11.733],[11733.0]
11734.6,ÖZEL MERSİN ELİT KOLEJİ FEN LİSESİ (MERSİN - YENİŞEHİR),10,"[945.0, 1.935, 3.771, 7.32, 9.627, 14.61, 14.988, 17.132, 17.828, 29.19]","[945.0, 1935.0, 3771.0, 7320.0, 9627.0, 14610.0, 14988.0, 17132.0, 17828.0, 29190.0]"
11761.30303030303,GALATASARAY ÜNİVERSİTESİ GALATASARAY LİSESİ (İSTANBUL - BEYOĞLU),33,"[1.008, 1.348, 1.391, 2.053, 2.887, 3.063, 3.689, 3.771, 4.737, 4.91, 5.947, 6.205, 6.228, 6.399, 6.762, 8.58, 9.627, 9.716, 12.201, 12.463, 13.746, 16.394, 16.552, 17.018, 17.105, 17.31, 17.949, 18.6, 26.044, 26.676, 27.595, 27.815, 32.334]","[1008.0, 1348.0, 1391.0, 2053.0, 2887.0, 3063.0, 3689.0, 3771.0, 4737.0, 4910.0, 5947.0, 6205.0, 6228.0, 6399.0, 6762.0, 8580.0, 9627.0, 9716.0, 12201.0, 12463.0, 13746.0, 16394.0, 16552.0, 17018.0, 17105.0, 17310.0, 17949.0, 18600.0, 26044.0, 26676.0, 27595.0, 27815.0, 32334.000000000004]"
11777.25,ÖZEL ZÜBEYDE HANIM FEN LİSESİ (İZMİR - BUCA),4,"[758.0, 7.32, 10.795, 28.236]","[758.0, 7320.0, 10795.0, 28236.0]"
11909.0,SABRİ ÜLKER ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANGAZİ),2,"[6.545, 17.273]","[6545.0, 17273.0]"
11919.5,ÖZEL KIRIKKKALE DÜNYA ANADOLU LİSESİ (KIRIKKALE - MERKEZ),2,"[7.43, 16.409]","[7430.0, 16409.0]"
11961.857142857143,ÖZEL NAMIK ALTAŞ KOLEJİ FEN LİSESİ (ORDU - ALTINORDU),7,"[1.734, 4.737, 5.199, 10.165, 13.176, 17.273, 31.449]","[1734.0, 4737.0, 5199.0, 10165.0, 13176.0, 17273.0, 31449.0]"
12048.666666666666,ALİ KUŞÇU ANADOLU İMAM HATİP LİSESİ (BURSA - NİLÜFER),3,"[2.388, 2.963, 30.795]","[2388.0, 2963.0, 30795.0]"
12059.57142857143,ÖZEL TAN FEN LİSESİ (BURSA - NİLÜFER),35,"[758.0, 945.0, 1.008, 1.311, 1.858, 2.053, 2.792, 3.294, 3.577, 3.659, 3.771, 4.344, 4.377, 5.145, 7.43, 7.769, 9.162, 10.165, 11.527, 11.7, 12.236, 13.324, 13.45, 13.564, 15.038, 17.383, 17.828, 18.769, 22.581, 23.884, 27.815, 28.506, 29.446, 33.408, 38.208]","[758.0, 945.0, 1008.0, 1311.0, 1858.0, 2053.0, 2792.0, 3294.0, 3577.0, 3659.0, 3771.0, 4344.0, 4377.0, 5145.0, 7430.0, 7769.0, 9162.0, 10165.0, 11527.0, 11700.0, 12236.0, 13324.0, 13450.0, 13564.0, 15038.0, 17383.0, 17828.0, 18769.0, 22581.0, 23884.0, 27815.0, 28506.0, 29446.0, 33408.0, 38208.0]"
12072.25,ÖZEL ÖLÇÜN ANADOLU LİSESİ (SAKARYA - ADAPAZARI),4,"[1.348, 7.721, 13.176, 26.044]","[1348.0, 7721.0, 13176.0, 26044.0]"
12113.261904761905,ÖZEL İZMİR BAHÇEŞEHİR KOLEJİ ELLİNCİ YIL FEN VE TEKNOLOJİ LİSESİ (İZMİR - BORNOVA),42,"[286.0, 386.0, 945.0, 1.242, 1.348, 1.603, 1.676, 1.763, 2.388, 3.064, 3.658, 3.771, 4.377, 5.29, 5.725, 6.31, 6.399, 7.32, 7.43, 7.721, 7.769, 8.58, 10.795, 11.7, 12.342, 12.683, 13.45, 13.547, 15.094, 16.052, 17.828, 17.949, 19.442, 20.33, 23.389, 27.337, 27.413, 27.815, 28.236, 31.577, 34.888, 37.839]","[286.0, 386.0, 945.0, 1242.0, 1348.0, 1603.0, 1676.0, 1763.0, 2388.0, 3064.0, 3658.0, 3771.0, 4377.0, 5290.0, 5725.0, 6310.0, 6399.0, 7320.0, 7430.0, 7721.0, 7769.0, 8580.0, 10795.0, 11700.0, 12342.0, 12683.0, 13450.0, 13547.0, 15094.0, 16052.0, 17828.0, 17949.0, 19442.0, 20330.0, 23389.0, 27337.0, 27413.0, 27815.0, 28236.0, 31577.0, 34888.0, 37839.0]"
12198.0,FİGEN SAKALLIOĞLU ANADOLU LİSESİ (SAKARYA - ERENLER),2,"[945.0, 23.451]","[945.0, 23451.0]"
12201.0,ÖZEL ÇENGELKÖY FİNAL ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),1,[12.201],[12201.0]
12236.0,SANCAKTEPE NURETTİN TOPÇU ANADOLU LİSESİ (İSTANBUL - SANCAKTEPE),1,[12.236],[12236.0]
12244.25,ÖZEL BALIKESİR SİMYA KOLEJİ (BALIKESİR - ALTIEYLÜL),4,"[5.29, 12.683, 13.176, 17.828]","[5290.0, 12683.0, 13176.0, 17828.0]"
12247.89393939394,OSMAN ULUBAŞ KAYSERİ FEN LİSESİ (KAYSERİ - KOCASİNAN),66,"[254.0, 286.0, 452.0, 758.0, 1.242, 1.288, 1.348, 1.603, 1.763, 1.804, 1.858, 1.935, 2.388, 2.408, 2.681, 2.792, 3.035, 3.294, 3.577, 3.658, 3.787, 5.145, 5.199, 5.725, 5.787, 6.31, 6.639, 6.762, 7.32, 7.571, 8.071, 8.201, 9.61, 9.716, 10.779, 10.901, 11.535, 12.342, 13.176, 13.45, 13.485, 13.487, 14.136, 14.203, 15.094, 17.273, 18.118, 19.498, 20.156, 20.538, 21.427, 23.284, 23.457, 24.461, 25.654, 25.78, 25.811, 26.345, 27.034, 27.177, 27.516, 29.065, 31.085, 31.102, 32.688, 34.037]","[254.0, 286.0, 452.0, 758.0, 1242.0, 1288.0, 1348.0, 1603.0, 1763.0, 1804.0, 1858.0, 1935.0, 2388.0, 2408.0, 2681.0, 2792.0, 3035.0, 3294.0, 3577.0, 3658.0, 3787.0, 5145.0, 5199.0, 5725.0, 5787.0, 6310.0, 6639.0, 6762.0, 7320.0, 7571.0, 8071.0, 8201.0, 9610.0, 9716.0, 10779.0, 10901.0, 11535.0, 12342.0, 13176.0, 13450.0, 13485.0, 13487.0, 14136.0, 14203.0, 15094.0, 17273.0, 18118.0, 19498.0, 20156.0, 20538.0, 21427.0, 23284.0, 23457.0, 24461.0, 25654.0, 25780.0, 25811.0, 26345.0, 27034.0, 27177.0, 27516.0, 29065.0, 31085.0, 31102.0, 32688.000000000004, 34037.0]"
12286.0,ÖZEL FLORYA DOKUZ BİLİM ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),1,[12.286],[12286.0]
12329.6,İSTEK ÖZEL KAŞGARLI MAHMUT FEN LİSESİ (İSTANBUL - SULTANGAZİ),5,"[1.311, 5.145, 14.61, 17.31, 23.272]","[1311.0, 5145.0, 14610.0, 17310.0, 23272.0]"
12342.0,ÖZEL AŞAMA ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),1,[12.342],[12342.0]
12350.5,ÖZEL GAZİOSMANPAŞA ŞEFKAT FEN LİSESİ (İSTANBUL - GAZİOSMANPAŞA),4,"[3.356, 6.545, 12.336, 27.165]","[3356.0, 6545.0, 12336.0, 27165.0]"
12471.139534883721,BUCA İNCİ-ÖZER TIRNAKLI FEN LİSESİ (İZMİR - BUCA),43,"[286.0, 1.242, 1.288, 1.311, 1.348, 1.603, 1.935, 2.053, 2.408, 2.792, 2.826, 2.963, 3.577, 3.659, 5.29, 6.066, 6.228, 6.31, 7.32, 7.42, 8.071, 10.321, 10.795, 12.201, 12.683, 13.255, 14.245, 14.988, 15.038, 17.273, 17.383, 17.828, 18.333, 19.442, 23.272, 26.044, 26.897, 29.446, 30.913, 31.183, 31.577, 32.946, 34.2]","[286.0, 1242.0, 1288.0, 1311.0, 1348.0, 1603.0, 1935.0, 2053.0, 2408.0, 2792.0, 2826.0, 2963.0, 3577.0, 3659.0, 5290.0, 6066.0, 6228.0, 6310.0, 7320.0, 7420.0, 8071.0, 10321.0, 10795.0, 12201.0, 12683.0, 13255.0, 14245.0, 14988.0, 15038.0, 17273.0, 17383.0, 17828.0, 18333.0, 19442.0, 23272.0, 26044.0, 26897.0, 29446.0, 30913.0, 31183.0, 31577.0, 32946.0, 34200.0]"
12501.0,ÖZEL AÇI KOLEJİ FEN LİSESİ (BURSA - MUSTAFAKEMALPAŞA),4,"[24.0, 2.519, 6.639, 16.846]","[24000.0, 2519.0, 6639.0, 16846.0]"
12513.333333333334,ÖZEL TAYLAN DOĞAN FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),3,"[5.29, 10.165, 22.085]","[5290.0, 10165.0, 22085.0]"
12531.0,ÖZEL MECİDİYEKÖY NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,[12.531],[12531.0]
12533.0,MUT ANADOLU İMAM HATİP LİSESİ (MERSİN - MUT),3,"[4.344, 16.409, 16.846]","[4344.0, 16409.0, 16846.0]"
12538.046153846153,ERBAKIR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),65,"[31.0, 203.0, 286.0, 1.008, 1.242, 1.288, 1.311, 1.348, 1.391, 1.603, 1.676, 1.858, 1.935, 2.053, 2.792, 3.294, 3.356, 3.577, 3.659, 3.771, 4.27, 4.377, 5.29, 5.725, 5.946, 5.947, 7.296, 7.32, 7.43, 8.262, 8.58, 8.917, 8.932, 9.627, 10.901, 12.683, 13.255, 13.45, 13.973, 14.988, 15.007, 15.66, 15.819, 16.409, 16.761, 17.018, 17.273, 17.828, 18.662, 19.22, 19.442, 20.419, 21.427, 23.389, 23.457, 24.094, 25.986, 26.044, 28.1, 29.065, 29.182, 29.333, 29.883, 30.469, 39.206]","[31000.0, 203.0, 286.0, 1008.0, 1242.0, 1288.0, 1311.0, 1348.0, 1391.0, 1603.0, 1676.0, 1858.0, 1935.0, 2053.0, 2792.0, 3294.0, 3356.0, 3577.0, 3659.0, 3771.0, 4270.0, 4377.0, 5290.0, 5725.0, 5946.0, 5947.0, 7296.0, 7320.0, 7430.0, 8262.0, 8580.0, 8917.0, 8932.0, 9627.0, 10901.0, 12683.0, 13255.0, 13450.0, 13973.0, 14988.0, 15007.0, 15660.0, 15819.0, 16409.0, 16761.0, 17018.0, 17273.0, 17828.0, 18662.0, 19220.0, 19442.0, 20419.0, 21427.0, 23389.0, 23457.0, 24094.0, 25986.0, 26044.0, 28100.0, 29065.0, 29182.0, 29333.0, 29883.0, 30469.0, 39206.0]"
12541.272727272728,ÖZEL ELİTSEN KOLEJİ FEN LİSESİ (ERZURUM - AZİZİYE),11,"[363.0, 1.242, 1.288, 1.858, 5.199, 7.571, 9.716, 18.719, 24.461, 28.414, 39.123]","[363.0, 1242.0, 1288.0, 1858.0, 5199.0, 7571.0, 9716.0, 18719.0, 24461.0, 28414.0, 39123.0]"
12560.57142857143,VEHBİ KOÇ VAKFI KOÇ ÖZEL LİSESİ (İSTANBUL - TUZLA),7,"[1.858, 2.544, 3.689, 5.145, 12.342, 27.815, 34.531]","[1858.0, 2544.0, 3689.0, 5145.0, 12342.0, 27815.0, 34531.0]"
12643.0,ÖZEL YÖNELT FEN LİSESİ (MUĞLA - MENTEŞE),3,"[2.826, 5.787, 29.316]","[2826.0, 5787.0, 29316.0]"
12646.846153846154,ÖZEL YENİ YOL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),13,"[122.0, 1.242, 2.544, 3.577, 5.199, 6.727, 7.583, 9.627, 13.25, 20.156, 28.376, 30.038, 35.968]","[122.0, 1242.0, 2544.0, 3577.0, 5199.0, 6727.0, 7583.0, 9627.0, 13250.0, 20156.0, 28376.0, 30038.0, 35968.0]"
