High School,Total,New Graduates,Previous Graduates,Success Rank
GİRESUN FEN LİSESİ (GİRESUN - MERKEZ),3,1,2,36.271
GÖRELE NİHAT GÜREL FEN LİSESİ (GİRESUN - GÖRELE),1,1,0,36.271
GÜMÜŞHACIKÖY HASAN COCİ ANADOLU LİSESİ (AMASYA - GÜMÜŞHACIKÖY),1,1,0,36.271
GÜNEYSU ŞEHİT KEMAL MUTLU FEN LİSESİ (RİZE - GÜNEYSU),2,1,1,36.271
HAKKI DEMİR ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,36.271
88.YIL CUMHURİYET ANADOLU LİSESİ (TRABZON - ORTAHİSAR),1,0,1,36.271
İSTANBUL ATATÜRK ANADOLU LİSESİ (İSTANBUL - BEYOĞLU),1,0,1,36.271
İZMİT ATILIM ANADOLU LİSESİ (KOCAELİ - İZMİT),1,1,0,36.271
KANUNİ ANADOLU LİSESİ (TRABZON - ORTAHİSAR),2,1,1,36.271
KARABÜK MEHMET VERGİLİ FEN LİSESİ (KARABÜK - MERKEZ),1,1,0,36.271
KARS FEN LİSESİ (KARS - MERKEZ),1,1,0,36.271
KAZIM KARABEKİR FEN LİSESİ (YOZGAT - AKDAĞMADENİ),1,0,1,36.271
KEŞAP FEN LİSESİ (GİRESUN - KEŞAP),1,0,1,36.271
KOCASİNAN AHMET EREN ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,36.271
MAHMUT CELALEDDİN ÖKTEN ANADOLU İMAM HATİP LİSESİ (TRABZON - ORTAHİSAR),4,3,1,36.271
MALATYA FETHİ GEMUHLUOĞLU FEN LİSESİ (MALATYA - YEŞİLYURT),1,1,0,36.271
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),4,0,4,36.271
MERKEZEFENDİ BELEDİYESİ ANADOLU İMAM HATİP LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,36.271
MURATPAŞA TÜRK TELEKOM ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,0,1,36.271
NİZİP FEN LİSESİ (GAZİANTEP - NİZİP),1,1,0,36.271
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,0,1,36.271
OF FEN LİSESİ (TRABZON - OF),2,1,1,36.271
OSMANGAZİ GAZİ ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,1,0,36.271
ÖZEL BİLGİ ANADOLU LİSESİ (TOKAT - MERKEZ),1,0,1,36.271
ÖZEL ERDEMLİ GENİŞ AÇI KOLEJİ ANADOLU LİSESİ (MERSİN - ERDEMLİ),1,1,0,36.271
ÖZEL HATAY SINAV KOLEJİ FEN LİSESİ (HATAY - DEFNE),1,0,1,36.271
ÖZEL MUŞ FİNAL AKADEMİ ANADOLU LİSESİ (MUŞ - MERKEZ),1,0,1,36.271
ADNAN MENDERES ANADOLU İMAM HATİP LİSESİ (AYDIN - EFELER),1,0,1,36.271
ÖZEL NET FEN LİSESİ (TRABZON - ORTAHİSAR),1,0,1,36.271
ÖZEL SAMSUN BAHÇEŞEHİR KOLEJİ ATAKUM ANADOLU LİSESİ (SAMSUN - ATAKUM),1,1,0,36.271
ÖZEL SAMSUN FİNAL AKADEMİ ANADOLU LİSESİ (SAMSUN - İLKADIM),1,0,1,36.271
ÖZEL SİVAS BAHÇEŞEHİR FEN LİSESİ (SİVAS - MERKEZ),1,0,1,36.271
ÖZEL TRABZON BAHÇEŞEHİR KOLEJİ FEN LİSESİ (TRABZON - ORTAHİSAR),1,0,1,36.271
ÖZEL TRABZON BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ (TRABZON - ORTAHİSAR),1,1,0,36.271
ÖZEL TRABZON BİL ANADOLU LİSESİ (TRABZON - AKÇAABAT),1,0,1,36.271
ÖZEL TÜRK FEN LİSESİ (İZMİR - KONAK),1,1,0,36.271
ÖZEL ÜÇGEN ANADOLU LİSESİ (BURSA - NİLÜFER),1,0,1,36.271
PROF. DR. NECMEDDİN ERBAKAN FEN LİSESİ (ERZURUM - YAKUTİYE),1,1,0,36.271
AKÇAABAT FEN LİSESİ (TRABZON - AKÇAABAT),5,2,3,36.271
RİZE TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (RİZE - MERKEZ),1,0,1,36.271
SAMSUN ANADOLU LİSESİ (SAMSUN - İLKADIM),2,1,1,36.271
SEYHAN ROTARY ANADOLU LİSESİ (ADANA - YÜREĞİR),1,0,1,36.271
SİNOP FEN LİSESİ (SİNOP - MERKEZ),1,0,1,36.271
ŞARKIŞLA ANADOLU İMAM HATİP LİSESİ (SİVAS - ŞARKIŞLA),1,1,0,36.271
ŞEHİT AHMET ÇAMUR ANADOLU İMAM HATİP LİSESİ (TRABZON - ÇAYKARA),1,0,1,36.271
ŞÜKRÜ ŞANKAYA ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,0,1,36.271
TAŞKÖPRÜ FEN LİSESİ (KASTAMONU - TAŞKÖPRÜ),1,0,1,36.271
TERME FEN LİSESİ (SAMSUN - TERME),1,1,0,36.271
TEVFİK İLERİ ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),1,0,1,36.271
AKÇAABAT YILDIZLI ANADOLU LİSESİ (TRABZON - AKÇAABAT),1,1,0,36.271
TEVFİK SERDAR ANADOLU LİSESİ (TRABZON - ORTAHİSAR),2,2,0,36.271
TOBB BİNALİ YILDIRIM KIZ ANADOLU İMAM HATİP LİSESİ (ERZİNCAN - MERKEZ),2,1,1,36.271
TOSYA FEN LİSESİ (KASTAMONU - TOSYA),1,1,0,36.271
TRABZON MERKEZ FEN LİSESİ (TRABZON - ORTAHİSAR),3,1,2,36.271
TÜRK TELEKOM KANUNİ ANADOLU LİSESİ (RİZE - ARDEŞEN),1,0,1,36.271
ÜRGÜP TESAN FEN LİSESİ (NEVŞEHİR - ÜRGÜP),1,1,0,36.271
VAKFIKEBİR FEN LİSESİ (TRABZON - VAKFIKEBİR),2,0,2,36.271
VEZİRKÖPRÜ HATİCE-KEMAL KAYALIOĞLU FEN LİSESİ (SAMSUN - VEZİRKÖPRÜ),1,0,1,36.271
YAVUZ SULTAN SELİM ANADOLU LİSESİ (TRABZON - ORTAHİSAR),1,0,1,36.271
YILMAZ KAYALAR FEN LİSESİ (TOKAT - ERBAA),1,0,1,36.271
AKŞEHİR HACI SIDDIKA BAYSAL FEN LİSESİ (KONYA - AKŞEHİR),1,1,0,36.271
ANTALYA TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (ANTALYA - KEPEZ),1,1,0,36.271
Toplam,9,5,4,36.278
TOFAŞ FEN LİSESİ (BURSA - NİLÜFER),1,1,0,36.278
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,36.278
ANTALYA ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,1,0,36.278
ARDEŞEN ŞEHİT ÖMER HALİSDEMİR FEN LİSESİ (RİZE - ARDEŞEN),1,1,0,36.278
DR.BİNNAZ EGE-DR.RIDVAN EGE ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.278
KARAÇAY BEDİİ SABUNCU ANADOLU LİSESİ (HATAY - SAMANDAĞ),1,1,0,36.278
MUSTAFA AZMİ DOĞAN ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,0,1,36.278
ŞEHİT NURULLAH SABIRER FEN LİSESİ (AKSARAY - ORTAKÖY),1,0,1,36.278
ŞEHİT ÖMER HALİSDEMİR ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,1,0,36.278
Toplam,13,6,7,36.316
PROF. DR. NECMETTİN ERBAKAN FEN LİSESİ (İSTANBUL - BAĞCILAR),1,0,1,36.316
SAKARYA CEVAT AYHAN FEN LİSESİ (SAKARYA - ADAPAZARI),1,0,1,36.316
SAVRUN ŞEHİT MUSTAFA ÇİĞİLOĞLU ANADOLU LİSESİ (OSMANİYE - KADİRLİ),1,0,1,36.316
SUAT TERİMER ANADOLU LİSESİ (İSTANBUL - BAYRAMPAŞA),1,1,0,36.316
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),2,2,0,36.316
DARGEÇİT ANADOLU LİSESİ (MARDİN - DARGEÇİT),1,0,1,36.316
DOĞAN CÜCELOĞLU FEN LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,1,0,36.316
HALİL BEKMEZCİ ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),1,1,0,36.316
KADİR HAS ANADOLU LİSESİ (İSTANBUL - MALTEPE),1,0,1,36.316
NİŞANTAŞI ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,1,0,36.316
ÖMER DERİNDERE FEN LİSESİ (ÇORUM - OSMANCIK),1,0,1,36.316
ÖZEL SAMSUN FİNAL KOLEJİ (SAMSUN - ATAKUM),1,0,1,36.316
Toplam,8,8,0,36.423
BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),1,1,0,36.423
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),1,1,0,36.423
İSTEK ÖZEL KEMAL ATATÜRK FEN LİSESİ (İSTANBUL - SARIYER),1,1,0,36.423
KADIKÖY ANADOLU LİSESİ (İSTANBUL - KADIKÖY),1,1,0,36.423
ÖZEL AMERİKAN ROBERT LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,36.423
ÖZEL NAKKAŞTEPE BAHÇEŞEHİR KOLEJİ 50. YIL FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,36.423
PERTEVNİYAL LİSESİ (İSTANBUL - FATİH),1,1,0,36.423
T.V. ÖZEL ŞİŞLİ TERAKKİ FEN LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,36.423
Toplam,16,8,8,36.438
ÖZEL ÇAKABEY LİSESİ (İZMİR - ÇİĞLİ),1,1,0,36.438
ÖZEL ÇUKURAMBAR DOĞA ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.438
ÖZEL EVRENSEL KOLEJ (ANKARA - ÇANKAYA),1,1,0,36.438
ÖZEL İDEAL EĞİTİM ANADOLU LİSESİ (KAYSERİ - TALAS),1,0,1,36.438
ÖZEL SEMBOL ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,36.438
ÖZEL TED ÇORUM ANADOLU LİSESİ (ÇORUM - MERKEZ),1,1,0,36.438
ÖZEL YÜCE FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,36.438
ÖZEL ZEHRA ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,0,1,36.438
ANKARA ÜNİVERSİTESİ GELİŞTİRME VAKFI OKULLARI ÖZEL ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.438
ATATÜRK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,0,1,36.438
BETÜL CAN ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.438
ERDEM BEYAZIT ANADOLU LİSESİ (ANKARA - GÖLBAŞI),1,0,1,36.438
KAMİL MİRAS ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),1,1,0,36.438
ÖZEL AHİMESUT BAĞ FEN LİSESİ (ANKARA - ETİMESGUT),1,1,0,36.438
ÖZEL ANKARA SANAYİ ODASI MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - SİNCAN),1,0,1,36.438
ÖZEL BAHÇEŞEHİR ADANA ANADOLU LİSESİ (ADANA - SEYHAN),1,1,0,36.438
Toplam,88,44,44,36.548
BİGA İÇDAŞ FEN LİSESİ (ÇANAKKALE - BİGA),1,1,0,36.548
BOLU FEN LİSESİ (BOLU - MERKEZ),4,1,3,36.548
BURSA ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,1,0,36.548
ÇANAKKALE FEN LİSESİ (ÇANAKKALE - MERKEZ),1,0,1,36.548
ÇAYCUMA TİCARET VE SANAYİ ODASI FEN LİSESİ (ZONGULDAK - ÇAYCUMA),1,1,0,36.548
ÇORUM BAŞÖĞRETMEN ANADOLU LİSESİ (ÇORUM - MERKEZ),1,1,0,36.548
DARICA FEN LİSESİ (KOCAELİ - DARICA),1,1,0,36.548
DÜZCE ANADOLU İMAM HATİP LİSESİ (DÜZCE - MERKEZ),2,2,0,36.548
DÜZCE FEN LİSESİ (DÜZCE - MERKEZ),1,0,1,36.548
DÜZCE TURGUT ÖZAL ANADOLU LİSESİ (DÜZCE - MERKEZ),2,2,0,36.548
15 TEMMUZ ŞEHİTLER FEN LİSESİ (SAKARYA - SERDİVAN),1,0,1,36.548
DÜZİÇİ FEN LİSESİ (OSMANİYE - DÜZİÇİ),1,0,1,36.548
FATİH SULTAN MEHMET ANADOLU LİSESİ (BARTIN - MERKEZ),1,1,0,36.548
FATSA FEN LİSESİ (ORDU - FATSA),1,0,1,36.548
GEBZE ANADOLU LİSESİ (KOCAELİ - GEBZE),1,1,0,36.548
GÖLCÜK FEN LİSESİ (KOCAELİ - GÖLCÜK),1,1,0,36.548
H. AHMET KANATLI ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),1,1,0,36.548
HALİL İNALCIK ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),1,1,0,36.548
HASAN-SABRİYE GÜMÜŞ ANADOLU LİSESİ (İSTANBUL - SİLİVRİ),1,1,0,36.548
HASANOĞLAN ATATÜRK FEN LİSESİ (ANKARA - ELMADAĞ),1,0,1,36.548
HAZIM KULAK ANADOLU LİSESİ (AKSARAY - MERKEZ),1,0,1,36.548
ABDÜLHAMİD HAN FEN LİSESİ (AKSARAY - MERKEZ),1,1,0,36.548
HÜSEYİN BÜRGE ANADOLU LİSESİ (İSTANBUL - BAYRAMPAŞA),1,1,0,36.548
İPEKYOLU BORSA İSTANBUL FEN LİSESİ (VAN - İPEKYOLU),1,0,1,36.548
İZZET BAYSAL ANADOLU LİSESİ (BOLU - MERKEZ),2,1,1,36.548
KAĞIZMAN AHMET ARSLAN FEN LİSESİ (KARS - KAĞIZMAN),1,1,0,36.548
KAHRAMANMARAŞ TOBB FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,0,1,36.548
KARAMÜRSEL AKÇAKOCA ANADOLU İMAM HATİP LİSESİ (KOCAELİ - KARAMÜRSEL),1,1,0,36.548
KARATAY TOKİ ANADOLU LİSESİ (KONYA - KARATAY),1,1,0,36.548
KIRIKKALE LİSESİ (KIRIKKALE - MERKEZ),1,0,1,36.548
KONYA LİSESİ(ANADOLU) (KONYA - MERAM),1,1,0,36.548
KÖYCEĞİZ FEN LİSESİ (MUĞLA - KÖYCEĞİZ),2,2,0,36.548
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),9,0,9,36.548
MALATYA FETHİ GEMUHLUOĞLU FEN LİSESİ (MALATYA - YEŞİLYURT),1,1,0,36.548
MALCILAR ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,0,1,36.548
MERKEZEFENDİ BELEDİYESİ ANADOLU İMAM HATİP LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,36.548
MİDYAT FEN LİSESİ (MARDİN - MİDYAT),1,0,1,36.548
NECİP FAZIL KISAKÜREK ANADOLU LİSESİ (MUŞ - MERKEZ),1,0,1,36.548
NECMETTİN ERBAKAN FEN LİSESİ (SAKARYA - ARİFİYE),1,0,1,36.548
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,0,1,36.548
ÖZEL ANKA ANADOLU LİSESİ (SAKARYA - ADAPAZARI),1,0,1,36.548
ÖZEL ANKARA SANAYİ ODASI MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - SİNCAN),1,0,1,36.548
ÖZEL BOLU TURKUVAZ ANADOLU LİSESİ (BOLU - MERKEZ),1,0,1,36.548
ADAPAZARI ANADOLU İMAM HATİP LİSESİ (SAKARYA - ADAPAZARI),1,1,0,36.548
ÖZEL ÇORUM DOĞA FEN LİSESİ (ÇORUM - MERKEZ),1,1,0,36.548
ÖZEL KANGURU FEN LİSESİ (MALATYA - YEŞİLYURT),1,1,0,36.548
ÖZEL KIRŞEHİR ANADOLU LİSESİ (KIRŞEHİR - MERKEZ),1,0,1,36.548
ÖZEL KONYA SELÇUKLU AKADEMİ ANADOLU LİSESİ (KONYA - SELÇUKLU),1,0,1,36.548
ÖZEL SAKARYA UĞUR FEN LİSESİ (SAKARYA - ADAPAZARI),1,1,0,36.548
ÖZEL UFUKTEPE BİLİMSEL TEMA KOLEJİ ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,1,0,36.548
PROF DR. FUAT SEZGİN FEN LİSESİ (İSTANBUL - SİLİVRİ),1,1,0,36.548
PROF.DR.İLHAN KILIÇÖZLÜ FEN LİSESİ (KIRŞEHİR - MERKEZ),1,0,1,36.548
PURSAKLAR AYYILDIZ ANADOLU LİSESİ (ANKARA - PURSAKLAR),2,0,2,36.548
RABİA KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SANCAKTEPE),1,0,1,36.548
AKYAZI EYYUP GENÇ FEN LİSESİ (SAKARYA - AKYAZI),1,1,0,36.548
REFİK ARSLAN ÖZTÜRK FEN LİSESİ (BİLECİK - MERKEZ),1,1,0,36.548
SİVAS FEN LİSESİ (SİVAS - MERKEZ),1,0,1,36.548
ŞEHİT MUHSİN KİREMİTÇİ FEN LİSESİ (KONYA - SEYDİŞEHİR),1,0,1,36.548
ŞEHİT MURAT KOCATÜRK ANADOLU İMAM HATİP LİSESİ (İSTANBUL - AVCILAR),1,0,1,36.548
ŞÜKRÜ ŞANKAYA ANADOLU LİSESİ (BURSA - OSMANGAZİ),2,2,0,36.548
TED BOLU KOLEJİ ÖZEL ANADOLU LİSESİ (BOLU - MERKEZ),1,1,0,36.548
TERME FEN LİSESİ (SAMSUN - TERME),1,0,1,36.548
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (KARAMAN - MERKEZ),1,0,1,36.548
VALİ AYDIN ARSLAN FEN LİSESİ (DİYARBAKIR - SUR),1,1,0,36.548
YEŞİL DEVLET HATUN ANADOLU İMAM HATİP LİSESİ (BURSA - YILDIRIM),1,1,0,36.548
ANKARA PURSAKLAR FEN LİSESİ (ANKARA - PURSAKLAR),1,1,0,36.548
ZONGULDAK FEN LİSESİ (ZONGULDAK - MERKEZ),1,1,0,36.548
ATATÜRK LİSESİ (ESKİŞEHİR - ODUNPAZARI),3,2,1,36.548
ATİKE HANIM ANADOLU LİSESİ (SAKARYA - HENDEK),1,0,1,36.548
Toplam,9,4,5,36.571
ŞEHİT ÖĞRETMEN NECMEDDİN KUYUCU ANADOLU LİSESİ (KOCAELİ - GEBZE),1,0,1,36.571
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,36.571
İPEKYOLU ANADOLU LİSESİ (VAN - İPEKYOLU),1,1,0,36.571
KADRİYE ÇALIK ANADOLU LİSESİ (KAHRAMANMARAŞ - DULKADİROĞLU),1,1,0,36.571
KEPEZ MAHMUT CELALETTİN ÖKTEN ANADOLU İMAM HATİP LİSESİ (ANTALYA - KEPEZ),1,1,0,36.571
MEHMET GÜNEŞ ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.571
MUDANYA SAMİ EVKURAN ANADOLU LİSESİ (BURSA - MUDANYA),1,0,1,36.571
MUŞ FEN LİSESİ (MUŞ - MERKEZ),1,1,0,36.571
OLTU FEN LİSESİ (ERZURUM - OLTU),1,0,1,36.571
Toplam,5,3,2,36.649
ADIYAMAN ANADOLU İMAM-HATİP LİSESİ (ADIYAMAN - MERKEZ),1,0,1,36.649
MERKEZEFENDİ BELEDİYESİ ANADOLU İMAM HATİP LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,36.649
NİŞANTAŞI NURİ AKIN ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,1,0,36.649
ÖZEL LÜLEBURGAZ AKIM ANADOLU LİSESİ (KIRKLARELİ - LÜLEBURGAZ),1,0,1,36.649
PROF DR. FUAT SEZGİN FEN LİSESİ (İSTANBUL - SİLİVRİ),1,1,0,36.649
Toplam,5,5,0,36.696
ARNAVUTKÖY KORKMAZ YİĞİT ANADOLU LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,36.696
ATATÜRK ANADOLU LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,36.696
BORSA İSTANBUL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,36.696
HAYDARPAŞA LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,36.696
ÖZEL ESENKENT OKYANUS FEN LİSESİ (İSTANBUL - ESENYURT),1,1,0,36.696
Toplam,11,7,4,36.788
SÜMER FEN LİSESİ (KAYSERİ - KOCASİNAN),1,0,1,36.788
ŞEHİT ÖMER HALİSDEMİR ANADOLU İMAM HATİP LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,36.788
TED KAYSERİ KOLEJİ VAKFI ÖZEL LİSESİ (KAYSERİ - KOCASİNAN),1,0,1,36.788
ÇERMİK FEN LİSESİ (DİYARBAKIR - ÇERMİK),1,0,1,36.788
ÇUKUROVA ELEKTRİK ANADOLU LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,1,0,36.788
DEVELİ BORSA İSTANBUL FEN LİSESİ (KAYSERİ - DEVELİ),1,1,0,36.788
NUH MEHMET BALDÖKTÜ ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,36.788
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,36.788
ÖZEL BAHÇEŞEHİR FEN LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,36.788
ÖZEL ERCİYES ANADOLU LİSESİ (KAYSERİ - TALAS),1,0,1,36.788
SEMA YAZAR ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,36.788
Toplam,153,37,116,36.794
ARİF NİHAT ASYA ANADOLU LİSESİ (VAN - ERCİŞ),1,0,1,36.794
YAHYA KEMAL BEYATLI ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),2,0,2,36.794
YASEMİN ERMAN BALSU ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,36.794
YENİ DİYARBAKIR ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),2,0,2,36.794
YUNUS EMRE ANADOLU LİSESİ (BİNGÖL - MERKEZ),2,1,1,36.794
YUSUF SAMİ KIZ ANADOLU İMAM HATİP LİSESİ (ŞANLIURFA - SİVEREK),1,0,1,36.794
ZİYA GÖKALP ANADOLU LİSESİ (BATMAN - MERKEZ),2,0,2,36.794
AYSEL ERDEMOĞLU ANADOLU LİSESİ (ADIYAMAN - BESNİ),1,0,1,36.794
BAĞCILAR ANADOLU LİSESİ (DİYARBAKIR - BAĞLAR),1,0,1,36.794
BATMAN ANADOLU LİSESİ (BATMAN - MERKEZ),2,1,1,36.794
BATMAN FEN LİSESİ (BATMAN - MERKEZ),1,0,1,36.794
BEYDAĞI ANADOLU LİSESİ (MALATYA - YEŞİLYURT),1,0,1,36.794
BİSMİL ANADOLU LİSESİ (DİYARBAKIR - BİSMİL),1,0,1,36.794
BİSMİL FEN LİSESİ (DİYARBAKIR - BİSMİL),1,1,0,36.794
BORSA İSTANBUL ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),1,0,1,36.794
BORSA İSTANBUL FEN LİSESİ (DİYARBAKIR - BAĞLAR),7,4,3,36.794
80. YIL CUMHURİYET ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),2,0,2,36.794
CEYLANPINAR FEN LİSESİ (ŞANLIURFA - CEYLANPINAR),3,0,3,36.794
CİZRE FEN LİSESİ (ŞIRNAK - CİZRE),2,0,2,36.794
CUMHURİYET ANADOLU LİSESİ (MALATYA - BATTALGAZİ),1,0,1,36.794
ÇERMİK ANADOLU LİSESİ (DİYARBAKIR - ÇERMİK),1,0,1,36.794
ÇINAR ANADOLU LİSESİ (DİYARBAKIR - ÇINAR),1,0,1,36.794
DİYARBAKIR ANADOLU İMAM HATİP LİSESİ (DİYARBAKIR - YENİŞEHİR),2,0,2,36.794
DİYARBAKIR ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),6,3,3,36.794
DÖRTYOL FEN LİSESİ (HATAY - DÖRTYOL),1,0,1,36.794
ERCİŞ FEN LİSESİ (VAN - ERCİŞ),1,0,1,36.794
ERCİŞ SOSYAL BİLİMLER LİSESİ (VAN - ERCİŞ),1,0,1,36.794
85. YIL MİLLİ EGEMENLİK ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),1,1,0,36.794
ERZİN YEŞİLKENT ANADOLU LİSESİ (HATAY - ERZİN),1,1,0,36.794
FATİH SULTAN MEHMET ANADOLU LİSESİ (DİYARBAKIR - KAYAPINAR),1,0,1,36.794
GAFFAR OKKAN ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),1,0,1,36.794
GÖLBAŞI FEN LİSESİ (ADIYAMAN - GÖLBAŞI),1,1,0,36.794
GÖYNÜK FEN LİSESİ (ANTALYA - KEMER),1,1,0,36.794
GÜLER ŞEVKİ ÖZBEK ANADOLU LİSESİ (DİYARBAKIR - BAĞLAR),1,0,1,36.794
HASAN ÇAPAN ANADOLU LİSESİ (GAZİANTEP - NİZİP),1,1,0,36.794
HASAN HÜSEYİN AKDEDE FEN LİSESİ (ANKARA - GÜDÜL),1,0,1,36.794
HİKMET KİLER FEN LİSESİ (BİTLİS - MERKEZ),2,0,2,36.794
HÜMEYRA ÖKTEN KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - ÇUKUROVA),1,1,0,36.794
ABDULKADİR KONUKOĞLU FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,36.794
İPEKYOLU BORSA İSTANBUL FEN LİSESİ (VAN - İPEKYOLU),1,1,0,36.794
İSMET ALKAN ANADOLU LİSESİ (HAKKARİ - YÜKSEKOVA),1,0,1,36.794
KARAKOÇAN ANADOLU LİSESİ (ELAZIĞ - KARAKOÇAN),1,0,1,36.794
KARŞIYAKA ANADOLU LİSESİ (BİNGÖL - MERKEZ),1,1,0,36.794
KAYAPINAR KIZ ANADOLU İMAM HATİP LİSESİ (DİYARBAKIR - KAYAPINAR),1,0,1,36.794
KOŞUYOLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (DİYARBAKIR - BAĞLAR),1,0,1,36.794
KURTALAN ANADOLU LİSESİ (SİİRT - KURTALAN),1,0,1,36.794
MAZIDAĞI ANADOLU LİSESİ (MARDİN - MAZIDAĞI),1,0,1,36.794
MEHMET AKİF ERSOY ANADOLU LİSESİ (BATMAN - MERKEZ),1,0,1,36.794
MEHMET AKİF NUHOĞLU ANADOLU LİSESİ (MARDİN - ARTUKLU),1,0,1,36.794
ABDÜLHAMİD HAN ANADOLU LİSESİ (BATMAN - MERKEZ),1,0,1,36.794
MEHMET GÜNEŞ ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.794
MEHMET HADİ KAHRAMAN FEN LİSESİ (MARDİN - KIZILTEPE),1,0,1,36.794
MERİNOS ALİ ERDEMOĞLU FEN LİSESİ (ADIYAMAN - BESNİ),2,1,1,36.794
MESLEKİ AÇIKÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,36.794
MİDYAT ANADOLU LİSESİ (MARDİN - MİDYAT),1,0,1,36.794
