Median_Success_Rate,High School,Total_Instances,Success_Ranks,Corrected_Success_Ranks,Norm_Median_Success_Rate,Norm_Instances,Success_Score,Rank,Total Students,Norm_Bilkent_Entries,Priority_Score
17206.978260869564,ÖZEL DİLTAŞ ANADOLU LİSESİ (KONYA - MERAM),46,"[452.0, 1.242, 1.603, 1.935, 2.826, 3.356, 3.577, 3.658, 3.659, 3.771, 4.686, 6.128, 6.545, 7.43, 7.583, 7.721, 8.262, 12.236, 13.25, 13.485, 13.564, 14.61, 15.094, 17.018, 18.333, 20.419, 22.161, 23.323, 23.646, 24.094, 25.361, 25.811, 26.044, 26.345, 27.034, 27.311, 27.815, 28.414, 30.608, 31.449, 32.334, 32.565, 35.574, 35.652, 35.968, 37.569]","[452.0, 1242.0, 1603.0, 1935.0, 2826.0, 3356.0, 3577.0, 3658.0, 3659.0, 3771.0, 4686.0, 6128.0, 6545.0, 7430.0, 7583.0, 7721.0, 8262.0, 12236.0, 13250.0, 13485.0, 13564.0, 14610.0, 15094.0, 17018.0, 18333.0, 20419.0, 22161.0, 23323.0, 23646.0, 24094.0, 25361.0, 25811.0, 26044.0, 26345.0, 27034.0, 27311.0, 27815.0, 28414.0, 30608.0, 31449.0, 32334.000000000004, 32564.999999999996, 35574.0, 35652.0, 35968.0, 37569.0]",0.4893176718740678,0.1451104100946372,-0.1721036308897153,28.0,10.0,0.07042253521126761,-0.20731489849534912
15923.0,SERVETİYE CEPHESİ ANADOLU LİSESİ (KOCAELİ - BAŞİSKELE),12,"[1.242, 3.771, 5.199, 6.639, 12.463, 13.125, 17.383, 18.662, 22.575, 26.805, 29.049, 34.163]","[1242.0, 3771.0, 5199.0, 6639.0, 12463.0, 13125.0, 17383.0, 18662.0, 22575.0, 26805.0, 29049.0, 34163.0]",0.4528049708163599,0.0378548895899053,-0.2074750406132272,,0.0,0.0,-0.2074750406132272
15480.0,ÖZEL GAZİANTEP EMEK BİREY FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),8,"[8.071, 10.165, 10.612, 10.901, 14.61, 18.767, 20.245, 30.469]","[8071.0, 10165.0, 10612.0, 10901.0, 14610.0, 18767.0, 20245.0, 30469.0]",0.440207306929426,0.0252365930599369,-0.2074853569347445,,0.0,0.0,-0.2074853569347445
17685.166666666668,BOR ŞEHİT RAMAZAN KONUŞ FEN LİSESİ (NİĞDE - BOR),30,"[1.603, 1.804, 4.099, 5.145, 5.199, 9.627, 10.165, 10.795, 11.519, 13.25, 13.255, 14.089, 14.61, 15.66, 15.819, 18.118, 18.662, 19.498, 22.161, 23.272, 23.323, 25.78, 25.811, 26.18, 27.034, 28.1, 28.342, 29.182, 33.565, 34.888]","[1603.0, 1804.0, 4099.0, 5145.0, 5199.0, 9627.0, 10165.0, 10795.0, 11519.0, 13250.0, 13255.0, 14089.0, 14610.0, 15660.0, 15819.0, 18118.0, 18662.0, 19498.0, 22161.0, 23272.0, 23323.0, 25780.0, 25811.0, 26180.0, 27034.0, 28100.0, 28342.0, 29182.0, 33565.0, 34888.0]",0.5029159942462137,0.0946372239747634,-0.2041393851357251,422.0,1.0,0.007042253521126761,-0.20766051189628848
15577.615384615385,ÖZEL ORDU FİNAL FEN LİSESİ (ORDU - ALTINORDU),13,"[1.348, 1.603, 4.686, 10.165, 11.535, 11.721, 13.746, 13.973, 20.419, 23.517, 26.044, 28.1, 35.652]","[1348.0, 1603.0, 4686.0, 10165.0, 11535.0, 11721.0, 13746.0, 13973.0, 20419.0, 23517.0, 26044.0, 28100.0, 35652.0]",0.4429832116824246,0.0410094637223974,-0.2009868739800135,262.0,2.0,0.014084507042253521,-0.20802912750114025
18522.15909090909,ÖZEL ENKA MESLEKİ VE TEKNİK ANADOLU LİSESİ (KOCAELİ - DİLOVASI),44,"[1.288, 2.963, 3.294, 5.145, 5.947, 6.639, 7.42, 8.932, 9.589, 9.627, 10.165, 10.795, 10.901, 12.286, 13.125, 13.176, 13.547, 14.089, 16.409, 16.761, 18.464, 18.6, 18.69, 18.907, 19.015, 20.037, 20.419, 22.192, 22.581, 23.884, 25.361, 26.044, 27.146, 27.595, 28.664, 29.049, 29.261, 29.446, 31.102, 31.383, 31.45, 31.493, 34.037, 38.057]","[1288.0, 2963.0, 3294.0, 5145.0, 5947.0, 6639.0, 7420.0, 8932.0, 9589.0, 9627.0, 10165.0, 10795.0, 10901.0, 12286.0, 13125.0, 13176.0, 13547.0, 14089.0, 16409.0, 16761.0, 18464.0, 18600.0, 18690.0, 18907.0, 19015.0, 20037.0, 20419.0, 22192.0, 22581.0, 23884.0, 25361.0, 26044.0, 27146.0, 27595.0, 28664.0, 29049.0, 29261.0, 29446.0, 31102.0, 31383.0, 31450.0, 31493.0, 34037.0, 38057.0]",0.5267176855250307,0.138801261829653,-0.1939582118476888,111.0,4.0,0.028169014084507043,-0.20804271888994233
15187.8,ÖZEL BUCAK KOLEJİ FEN LİSESİ (BURDUR - BUCAK),5,"[2.792, 4.84, 14.988, 17.824, 35.495]","[2792.0, 4840.0, 14988.0, 17824.0, 35495.0]",0.4318979674536651,0.0157728706624605,-0.2080625483956023,,0.0,0.0,-0.2080625483956023
17871.55319148936,PROF.DR.İLHAN KILIÇÖZLÜ FEN LİSESİ (KIRŞEHİR - MERKEZ),47,"[452.0, 2.408, 2.826, 2.887, 3.577, 3.659, 4.91, 5.199, 5.29, 7.32, 7.571, 8.201, 8.956, 9.61, 9.627, 9.716, 10.901, 11.535, 13.25, 13.255, 14.089, 14.136, 14.61, 15.66, 17.071, 17.828, 18.118, 19.32, 21.427, 23.323, 23.451, 23.583, 23.914, 24.094, 26.18, 26.345, 27.034, 28.704, 31.449, 32.565, 34.116, 34.888, 35.831, 36.548, 36.937, 38.2, 39.392]","[452.0, 2408.0, 2826.0, 2887.0, 3577.0, 3659.0, 4910.0, 5199.0, 5290.0, 7320.0, 7571.0, 8201.0, 8956.0, 9610.0, 9627.0, 9716.0, 10901.0, 11535.0, 13250.0, 13255.0, 14089.0, 14136.0, 14610.0, 15660.0, 17071.0, 17828.0, 18118.0, 19320.0, 21427.0, 23323.0, 23451.0, 23583.0, 23914.0, 24094.0, 26180.0, 26345.0, 27034.0, 28704.0, 31449.0, 32564.999999999996, 34116.0, 34888.0, 35831.0, 36548.0, 36937.0, 38200.0, 39392.0]",0.5082162985188321,0.1482649842271293,-0.1799756571458514,36.0,8.0,0.056338028169014086,-0.20814467123035843
15193.6,ÖZEL DÜŞÜNÜR KOLEJİ FEN LİSESİ (VAN - EDREMİT),5,"[5.199, 5.29, 10.165, 23.448, 31.866]","[5199.0, 5290.0, 10165.0, 23448.0, 31866.0]",0.4320629030079411,0.0157728706624605,-0.2081450161727402,,0.0,0.0,-0.2081450161727402
17989.9,M.EMİN SARAÇ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAŞAKŞEHİR),30,"[1.348, 2.053, 3.294, 3.658, 4.686, 7.43, 9.025, 9.589, 10.484, 11.324, 11.733, 12.336, 12.531, 13.125, 16.371, 16.409, 18.907, 19.963, 23.272, 23.884, 26.345, 26.792, 27.516, 27.956, 28.1, 31.102, 33.854, 34.219, 35.079, 37.312]","[1348.0, 2053.0, 3294.0, 3658.0, 4686.0, 7430.0, 9025.0, 9589.0, 10484.0, 11324.0, 11733.0, 12336.0, 12531.0, 13125.0, 16370.999999999998, 16409.0, 18907.0, 19963.0, 23272.0, 23884.0, 26345.0, 26792.0, 27516.0, 27956.0, 28100.0, 31102.0, 33854.0, 34219.0, 35079.0, 37312.0]",0.511581746184088,0.0946372239747634,-0.2084722611046623,,0.0,0.0,-0.2084722611046623
15118.75,ÖZEL BOZOVA BÜYÜK DEĞİŞİM ANADOLU LİSESİ (ŞANLIURFA - BOZOVA),4,"[10.321, 13.176, 17.273, 19.705]","[10321.0, 13176.0, 17273.0, 19705.0]",0.4299343812428463,0.0126182965299684,-0.2086580423564389,,0.0,0.0,-0.2086580423564389
15436.555555555557,ÖZEL KARABÜK BAHÇEŞEHİR KOLEJİ FEN LİSESİ (KARABÜK - MERKEZ),9,"[945.0, 1.288, 3.063, 7.32, 12.9, 18.333, 23.783, 33.097, 38.2]","[945.0, 1288.0, 3063.0, 7320.0, 12900.0, 18333.0, 23783.0, 33097.0, 38200.0]",0.4389718701148308,0.028391167192429,-0.2052903514612009,515.0,1.0,0.007042253521126761,-0.20881147822176427
19776.3125,DÖRTYOL FEN LİSESİ (HATAY - DÖRTYOL),48,"[1.288, 1.348, 3.294, 3.659, 4.84, 6.639, 6.65, 8.58, 9.716, 10.165, 10.612, 10.901, 11.535, 12.236, 12.342, 14.136, 14.61, 14.988, 16.089, 16.409, 16.761, 16.846, 17.383, 17.828, 18.719, 19.077, 21.427, 22.161, 22.314, 25.78, 26.429, 26.474, 27.177, 27.311, 28.704, 29.182, 30.038, 30.322, 30.424, 30.469, 30.913, 31.66, 32.565, 33.565, 34.285, 35.495, 36.794, 39.123]","[1288.0, 1348.0, 3294.0, 3659.0, 4840.0, 6639.0, 6650.0, 8580.0, 9716.0, 10165.0, 10612.0, 10901.0, 11535.0, 12236.0, 12342.0, 14136.0, 14610.0, 14988.0, 16088.999999999998, 16409.0, 16761.0, 16846.0, 17383.0, 17828.0, 18719.0, 19077.0, 21427.0, 22161.0, 22314.0, 25780.0, 26429.0, 26474.0, 27177.0, 27311.0, 28704.0, 29182.0, 30038.0, 30322.0, 30424.0, 30469.0, 30913.0, 31660.0, 32564.999999999996, 33565.0, 34285.0, 35495.0, 36794.0, 39123.0]",0.5623822523656167,0.1514195583596214,-0.2054813470029976,806.0,1.0,0.007042253521126761,-0.209002473763561
18900.75,GÖNÜLLÜ HİZMET VAKFI MUSTAFA SAFFET FEN LİSESİ (İSTANBUL - PENDİK),40,"[1.288, 3.294, 3.658, 3.771, 4.686, 6.205, 6.762, 8.071, 9.589, 11.277, 12.236, 13.547, 13.973, 14.398, 14.988, 16.089, 16.371, 16.715, 18.127, 20.156, 20.962, 22.037, 22.192, 22.314, 22.581, 23.884, 24.589, 24.752, 25.654, 26.044, 26.805, 26.897, 27.165, 27.815, 27.829, 29.049, 31.45, 33.932, 35.831, 39.047]","[1288.0, 3294.0, 3658.0, 3771.0, 4686.0, 6205.0, 6762.0, 8071.0, 9589.0, 11277.0, 12236.0, 13547.0, 13973.0, 14398.0, 14988.0, 16088.999999999998, 16370.999999999998, 16715.0, 18127.0, 20156.0, 20962.0, 22037.0, 22192.0, 22314.0, 22581.0, 23884.0, 24589.0, 24752.0, 25654.0, 26044.0, 26805.0, 26897.0, 27165.0, 27815.0, 27829.0, 29049.0, 31450.0, 33932.0, 35831.0, 39047.0]",0.5374837374965342,0.1261829652996845,-0.2056503860984248,564.0,1.0,0.007042253521126761,-0.20917151285898816
18557.48717948718,SELÇUKLU FEN LİSESİ (KONYA - SELÇUKLU),39,"[1.603, 2.792, 3.577, 3.689, 5.29, 8.201, 8.262, 8.58, 9.589, 9.61, 13.25, 13.973, 15.038, 16.19, 16.394, 17.824, 19.077, 19.32, 19.498, 20.419, 20.962, 21.168, 22.085, 22.161, 22.581, 23.272, 23.323, 23.448, 23.884, 24.094, 25.044, 25.361, 25.654, 27.034, 27.427, 29.883, 32.565, 35.652, 35.968]","[1603.0, 2792.0, 3577.0, 3689.0, 5290.0, 8201.0, 8262.0, 8580.0, 9589.0, 9610.0, 13250.0, 13973.0, 15038.0, 16190.000000000002, 16394.0, 17824.0, 19077.0, 19320.0, 19498.0, 20419.0, 20962.0, 21168.0, 22085.0, 22161.0, 22581.0, 23272.0, 23323.0, 23448.0, 23884.0, 24094.0, 25044.0, 25361.0, 25654.0, 27034.0, 27427.0, 29883.0, 32564.999999999996, 35652.0, 35968.0]",0.5277223161924678,0.1230283911671924,-0.2023469625126376,220.0,2.0,0.014084507042253521,-0.20938921603376434
16509.8125,BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT FEN LİSESİ (ADANA - ÇUKUROVA),16,"[24.0, 1.804, 3.658, 5.199, 5.29, 10.612, 13.177, 14.61, 15.033, 16.394, 17.273, 19.442, 22.085, 23.094, 33.878, 38.608]","[24000.0, 1804.0, 3658.0, 5199.0, 5290.0, 10612.0, 13177.0, 14610.0, 15033.0, 16394.0, 17273.0, 19442.0, 22085.0, 23094.0, 33878.0, 38608.0]",0.4694922544273111,0.0504731861198738,-0.2095095341537186,,0.0,0.0,-0.2095095341537186
17075.5,HATAY FEN LİSESİ (HATAY - ANTAKYA),30,"[1.242, 2.408, 4.122, 5.199, 5.29, 5.787, 6.639, 8.58, 10.139, 10.165, 10.612, 14.61, 15.033, 15.66, 16.846, 17.132, 17.273, 17.828, 17.942, 18.246, 20.156, 21.168, 22.581, 26.429, 30.608, 31.449, 31.66, 33.565, 35.288, 38.608]","[1242.0, 2408.0, 4122.0, 5199.0, 5290.0, 5787.0, 6639.0, 8580.0, 10139.0, 10165.0, 10612.0, 14610.0, 15033.0, 15660.0, 16846.0, 17132.0, 17273.0, 17828.0, 17942.0, 18246.0, 20156.0, 21168.0, 22581.0, 26429.0, 30608.0, 31449.0, 31660.0, 33565.0, 35288.0, 38608.0]",0.4855788029375591,0.0946372239747634,-0.1954707894813978,98.0,4.0,0.028169014084507043,-0.20955529652365132
16960.3,ÖZEL YÜKSELEN KOLEJİ FEN LİSESİ (ANKARA - MAMAK),20,"[2.792, 3.659, 4.377, 5.199, 5.787, 7.583, 8.201, 9.716, 11.318, 13.255, 15.007, 18.6, 21.103, 22.842, 27.75, 28.74, 30.795, 30.913, 35.496, 36.073]","[2792.0, 3659.0, 4377.0, 5199.0, 5787.0, 7583.0, 8201.0, 9716.0, 11318.0, 13255.0, 15007.0, 18600.0, 21103.0, 22842.0, 27750.0, 28740.0, 30795.0, 30913.0, 35496.0, 36073.0]",0.4823028415836656,0.0630914826498422,-0.2096056794669117,,0.0,0.0,-0.2096056794669117
21116.93150684932,BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),73,"[1.348, 1.858, 2.792, 3.294, 3.658, 5.29, 7.31, 7.32, 7.43, 8.58, 9.287, 9.627, 10.321, 10.795, 11.277, 11.527, 12.342, 12.463, 12.683, 13.125, 13.176, 13.564, 15.007, 15.038, 15.094, 16.089, 16.761, 17.018, 17.273, 17.383, 17.828, 17.942, 18.333, 19.569, 20.156, 20.33, 20.419, 22.581, 23.36, 23.389, 23.457, 23.914, 24.094, 24.963, 25.044, 25.361, 25.986, 26.044, 26.383, 26.676, 27.413, 27.427, 29.182, 29.719, 30.796, 31.183, 31.383, 32.58, 32.688, 32.946, 34.037, 34.2, 34.531, 34.643, 34.692, 34.778, 34.888, 35.349, 35.968, 36.423, 37.002, 37.31, 37.839]","[1348.0, 1858.0, 2792.0, 3294.0, 3658.0, 5290.0, 7310.0, 7320.0, 7430.0, 8580.0, 9287.0, 9627.0, 10321.0, 10795.0, 11277.0, 11527.0, 12342.0, 12463.0, 12683.0, 13125.0, 13176.0, 13564.0, 15007.0, 15038.0, 15094.0, 16088.999999999998, 16761.0, 17018.0, 17273.0, 17383.0, 17828.0, 17942.0, 18333.0, 19569.0, 20156.0, 20330.0, 20419.0, 22581.0, 23360.0, 23389.0, 23457.0, 23914.0, 24094.0, 24963.0, 25044.0, 25361.0, 25986.0, 26044.0, 26383.0, 26676.0, 27413.0, 27427.0, 29182.0, 29719.0, 30796.0, 31183.0, 31383.0, 32580.0, 32688.000000000004, 32946.0, 34037.0, 34200.0, 34531.0, 34643.0, 34692.0, 34778.0, 34888.0, 35349.0, 35968.0, 36423.0, 37002.0, 37310.0, 37839.0]",0.6005056556358712,0.2302839116719243,-0.1851108719819734,50.0,7.0,0.04929577464788732,-0.20975875930591706
15393.125,ÖZEL ÇAĞDAŞ FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),8,"[1.603, 1.858, 3.659, 9.627, 13.45, 26.383, 30.913, 35.652]","[1603.0, 1858.0, 3659.0, 9627.0, 13450.0, 26383.0, 30913.0, 35652.0]",0.4377368282608541,0.0252365930599369,-0.2062501176004585,496.0,1.0,0.007042253521126761,-0.20977124436102187
17284.84,TOBB FEN LİSESİ (ŞANLIURFA - HALİLİYE),25,"[532.0, 5.199, 5.787, 7.32, 7.571, 8.58, 9.627, 10.165, 10.612, 11.277, 11.535, 13.973, 14.61, 16.846, 19.077, 22.085, 23.448, 26.382, 26.474, 27.909, 28.1, 28.704, 29.182, 32.348, 34.778]","[532.0, 5199.0, 5787.0, 7320.0, 7571.0, 8580.0, 9627.0, 10165.0, 10612.0, 11277.0, 11535.0, 13973.0, 14610.0, 16846.0, 19077.0, 22085.0, 23448.0, 26382.0, 26474.0, 27909.0, 28100.0, 28704.0, 29182.0, 32348.0, 34778.0]",0.4915318389603372,0.0788643533123028,-0.2063337428240172,464.0,1.0,0.007042253521126761,-0.20985486958458058
14834.8,ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR UĞUR ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),5,"[3.577, 10.795, 13.746, 20.245, 25.811]","[3577.0, 10795.0, 13746.0, 20245.0, 25811.0]",0.4218596483744605,0.0157728706624605,-0.2030433888559999,249.0,2.0,0.014084507042253521,-0.21008564237712665
20195.603773584902,KÖY HİZMETLERİ ANADOLU LİSESİ (İSTANBUL - KARTAL),53,"[3.063, 5.145, 5.725, 6.31, 6.399, 6.639, 7.296, 7.721, 8.071, 9.025, 9.295, 9.589, 10.901, 11.277, 11.733, 12.236, 12.463, 13.125, 13.973, 15.094, 16.089, 16.371, 16.394, 17.162, 18.127, 18.6, 20.06, 22.314, 22.581, 23.451, 23.884, 24.589, 27.165, 27.337, 27.427, 27.516, 27.595, 27.815, 27.829, 27.956, 28.376, 29.049, 29.446, 29.719, 29.883, 32.688, 33.05, 33.408, 33.854, 33.932, 35.079, 38.243, 38.298]","[3063.0, 5145.0, 5725.0, 6310.0, 6399.0, 6639.0, 7296.0, 7721.0, 8071.0, 9025.0, 9295.0, 9589.0, 10901.0, 11277.0, 11733.0, 12236.0, 12463.0, 13125.0, 13973.0, 15094.0, 16088.999999999998, 16370.999999999998, 16394.0, 17162.0, 18127.0, 18600.0, 20060.0, 22314.0, 22581.0, 23451.0, 23884.0, 24589.0, 27165.0, 27337.0, 27427.0, 27516.0, 27595.0, 27815.0, 27829.0, 27956.0, 28376.0, 29049.0, 29446.0, 29719.0, 29883.0, 32688.000000000004, 33050.0, 33408.0, 33854.0, 33932.0, 35079.0, 38243.0, 38298.0]",0.5743057072986799,0.167192429022082,-0.2035566391382989,337.0,2.0,0.014084507042253521,-0.21059889265942566
15567.444444444443,ÖZEL KARİYER KOLEJİ FEN LİSESİ (ANKARA - YENİMAHALLE),9,"[1.676, 2.792, 4.377, 9.61, 14.749, 19.22, 22.314, 25.811, 39.558]","[1676.0, 2792.0, 4377.0, 9610.0, 14749.0, 19220.0, 22314.0, 25811.0, 39558.0]",0.4426939789833555,0.028391167192429,-0.2071514058954632,604.0,1.0,0.007042253521126761,-0.21067253265602656
15269.25,ULUSLARARASI ASHABI KEHF ANADOLU İMAM HATİP LİSESİ (MERSİN - TARSUS),4,"[5.29, 8.58, 21.427, 25.78]","[5290.0, 8580.0, 21427.0, 25780.0]",0.4342141745046601,0.0126182965299684,-0.2107979389873458,,0.0,0.0,-0.2107979389873458
18509.242424242424,KADIKÖY ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KADIKÖY),33,"[3.356, 3.658, 4.886, 5.145, 7.43, 8.071, 8.58, 9.589, 10.901, 11.277, 12.342, 13.125, 13.176, 13.973, 14.398, 17.132, 18.127, 18.907, 19.498, 20.06, 21.156, 22.314, 22.581, 23.884, 24.752, 26.805, 27.311, 29.719, 31.102, 34.219, 35.831, 38.275, 39.225]","[3356.0, 3658.0, 4886.0, 5145.0, 7430.0, 8071.0, 8580.0, 9589.0, 10901.0, 11277.0, 12342.0, 13125.0, 13176.0, 13973.0, 14398.0, 17132.0, 18127.0, 18907.0, 19498.0, 20060.0, 21156.0, 22314.0, 22581.0, 23884.0, 24752.0, 26805.0, 27311.0, 29719.0, 31102.0, 34219.0, 35831.0, 38275.0, 39225.0]",0.5263503721498475,0.1041009463722397,-0.2111247128888038,,0.0,0.0,-0.2111247128888038
15970.6,ÖZEL ÜNYE BAHÇEŞEHİR FEN LİSESİ (ORDU - ÜNYE),10,"[945.0, 1.603, 5.787, 6.639, 15.094, 23.094, 23.884, 25.811, 27.516, 29.333]","[945.0, 1603.0, 5787.0, 6639.0, 15094.0, 23094.0, 23884.0, 25811.0, 27516.0, 29333.0]",0.4541585798480033,0.0315457413249211,-0.2113064192615411,,0.0,0.0,-0.2113064192615411
19066.85,KOZAN FEN LİSESİ (ADANA - KOZAN),40,"[1.935, 2.681, 3.035, 3.577, 5.145, 5.199, 5.29, 5.787, 6.639, 7.32, 9.162, 10.612, 13.25, 14.136, 15.033, 16.846, 17.018, 17.273, 18.333, 19.442, 21.168, 22.085, 22.575, 23.457, 25.678, 25.78, 26.18, 26.382, 26.474, 26.897, 27.034, 27.165, 27.311, 27.427, 31.544, 31.66, 33.565, 34.778, 38.243, 39.558]","[1935.0, 2681.0, 3035.0, 3577.0, 5145.0, 5199.0, 5290.0, 5787.0, 6639.0, 7320.0, 9162.0, 10612.0, 13250.0, 14136.0, 15033.0, 16846.0, 17018.0, 17273.0, 18333.0, 19442.0, 21168.0, 22085.0, 22575.0, 23457.0, 25678.0, 25780.0, 26180.0, 26382.0, 26474.0, 26897.0, 27034.0, 27165.0, 27311.0, 27427.0, 31544.0, 31660.0, 33565.0, 34778.0, 38243.0, 39558.0]",0.5422071505250211,0.1261829652996845,-0.2080120926126683,613.0,1.0,0.007042253521126761,-0.21153321937323166
19019.243243243243,REKABET KURUMU ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),37,"[1.935, 3.294, 3.577, 5.145, 6.639, 7.32, 7.42, 9.716, 10.139, 10.321, 10.612, 10.795, 10.901, 11.277, 12.683, 13.176, 14.61, 15.038, 16.761, 19.077, 23.284, 24.752, 25.044, 26.474, 27.177, 27.311, 27.352, 27.909, 28.414, 28.704, 29.182, 29.19, 30.469, 33.565, 36.794, 38.608, 39.047]","[1935.0, 3294.0, 3577.0, 5145.0, 6639.0, 7320.0, 7420.0, 9716.0, 10139.0, 10321.0, 10612.0, 10795.0, 10901.0, 11277.0, 12683.0, 13176.0, 14610.0, 15038.0, 16761.0, 19077.0, 23284.0, 24752.0, 25044.0, 26474.0, 27177.0, 27311.0, 27352.0, 27909.0, 28414.0, 28704.0, 29182.0, 29190.0, 30469.0, 33565.0, 36794.0, 38608.0, 39047.0]",0.5408533493503741,0.1167192429022082,-0.2120670532240829,,0.0,0.0,-0.2120670532240829
16536.571428571428,TÜRK EĞİTİM VAKFI ÖZEL İNANÇ TÜRKEŞ ANADOLU LİSESİ (KOCAELİ - GEBZE),14,"[3.659, 5.361, 9.175, 10.165, 11.277, 11.721, 14.136, 15.038, 17.018, 22.192, 23.457, 27.815, 29.049, 31.449]","[3659.0, 5361.0, 9175.0, 10165.0, 11277.0, 11721.0, 14136.0, 15038.0, 17018.0, 22192.0, 23457.0, 27815.0, 29049.0, 31449.0]",0.4702532024817519,0.0441640378548895,-0.2130445823134311,,0.0,0.0,-0.2130445823134311
17858.85714285714,EDİRNE SÜLEYMAN DEMİREL FEN LİSESİ (EDİRNE - MERKEZ),28,"[386.0, 1.311, 3.658, 5.145, 6.31, 6.639, 9.627, 12.463, 12.683, 13.324, 13.45, 15.66, 16.552, 16.715, 17.018, 17.942, 18.6, 20.037, 22.314, 24.589, 25.654, 27.595, 28.342, 29.049, 31.45, 32.688, 32.79, 38.057]","[386.0, 1311.0, 3658.0, 5145.0, 6310.0, 6639.0, 9627.0, 12463.0, 12683.0, 13324.0, 13450.0, 15660.0, 16552.0, 16715.0, 17018.0, 17942.0, 18600.0, 20037.0, 22314.0, 24589.0, 25654.0, 27595.0, 28342.0, 29049.0, 31450.0, 32688.000000000004, 32790.0, 38057.0]",0.5078552588949927,0.0883280757097791,-0.2097635915926067,796.0,1.0,0.007042253521126761,-0.2132847183531701
20658.58823529412,DOĞAN CÜCELOĞLU FEN LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),51,"[1.603, 2.388, 3.294, 5.145, 6.762, 7.296, 7.42, 7.43, 9.025, 10.484, 11.277, 11.324, 11.733, 12.236, 12.817, 13.125, 13.177, 13.973, 15.038, 16.394, 18.6, 20.037, 20.156, 21.427, 22.037, 22.314, 22.581, 23.36, 23.583, 23.783, 23.884, 24.13, 24.768, 27.034, 27.165, 27.427, 27.595, 27.956, 28.236, 28.342, 29.446, 30.722, 31.102, 32.995, 33.408, 35.496, 35.701, 35.831, 36.316, 36.935, 39.28]","[1603.0, 2388.0, 3294.0, 5145.0, 6762.0, 7296.0, 7420.0, 7430.0, 9025.0, 10484.0, 11277.0, 11324.0, 11733.0, 12236.0, 12817.0, 13125.0, 13177.0, 13973.0, 15038.0, 16394.0, 18600.0, 20037.0, 20156.0, 21427.0, 22037.0, 22314.0, 22581.0, 23360.0, 23583.0, 23783.0, 23884.0, 24130.0, 24768.0, 27034.0, 27165.0, 27427.0, 27595.0, 27956.0, 28236.0, 28342.0, 29446.0, 30722.0, 31102.0, 32995.0, 33408.0, 35496.0, 35701.0, 35831.0, 36316.0, 36935.0, 39280.0]",0.5874716726112886,0.1608832807570978,-0.2132941959270954,,0.0,0.0,-0.2132941959270954
15610.4,HAKKI DEMİR ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),5,"[7.43, 9.025, 12.201, 13.125, 36.271]","[7430.0, 9025.0, 12201.0, 13125.0, 36271.0]",0.4439155131841804,0.0157728706624605,-0.2140713212608599,,0.0,0.0,-0.2140713212608599
19382.71794871795,TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (KARAMAN - MERKEZ),39,"[1.935, 2.408, 3.356, 3.577, 3.659, 5.725, 7.32, 8.58, 9.627, 11.535, 11.7, 13.25, 13.255, 13.324, 14.136, 14.61, 14.988, 16.371, 17.273, 19.22, 21.427, 22.161, 23.517, 24.13, 25.361, 27.034, 27.165, 27.956, 28.1, 28.191, 29.883, 30.038, 30.469, 31.102, 32.79, 34.037, 34.2, 35.968, 36.548]","[1935.0, 2408.0, 3356.0, 3577.0, 3659.0, 5725.0, 7320.0, 8580.0, 9627.0, 11535.0, 11700.0, 13250.0, 13255.0, 13324.0, 14136.0, 14610.0, 14988.0, 16370.999999999998, 17273.0, 19220.0, 21427.0, 22161.0, 23517.0, 24130.0, 25361.0, 27034.0, 27165.0, 27956.0, 28100.0, 28191.0, 29883.0, 30038.0, 30469.0, 31102.0, 32790.0, 34037.0, 34200.0, 35968.0, 36548.0]",0.5511895393525696,0.1230283911671924,-0.2140805740926886,,0.0,0.0,-0.2140805740926886
